data_inicio,nome,id_chamado
16/02,Catumbi,10
16/02,Cavalcanti,3
16/02,Centro,98
16/02,Cidade Nova,15
16/02,Cidade Universitária,5
16/02,Cidade de Deus,6
16/02,Cocotá,2
16/02,Coelho Neto,9
16/02,Colégio,12
16/02,Complexo do Alemão,5
16/02,Copacabana,91
16/02,Cordovil,20
16/02,Cosme Velho,7
16/02,Cosmos,16
16/02,Costa Barros,4
16/02,Curicica,18
16/02,Del Castilho,14
16/02,Deodoro,3
16/02,Encantado,14
16/02,Engenheiro Leal,2
16/02,Engenho Novo,45
16/02,Engenho da Rainha,2
16/02,Engenho de Dentro,46
16/02,Estácio,6
16/02,Flamengo,32
16/02,Freguesia (Ilha),12
16/02,Freguesia (Jacarepaguá),34
16/02,Galeão,2
16/02,Gamboa,2
16/02,Gardênia Azul,1
16/02,Glória,8
16/02,Grajaú,29
16/02,Guadalupe,13
16/02,Guaratiba,71
16/02,Gávea,16
16/02,Higienópolis,16
16/02,Honório Gurgel,8
16/02,Humaitá,15
16/02,Ilha de Guaratiba,2
16/02,Inhaúma,15
16/02,Inhoaíba,26
16/02,Ipanema,44
16/02,Irajá,72
16/02,Itanhangá,8
16/02,Jacarepaguá,48
16/02,Jacarezinho,5
16/02,Jacaré,6
16/02,Jardim América,14
16/02,Jardim Botânico,28
16/02,Jardim Carioca,14
16/02,Jardim Guanabara,33
16/02,Jardim Sulacap,16
16/02,Joá,2
16/02,Lagoa,16
16/02,Lapa,8
16/02,Laranjeiras,34
16/02,Leblon,22
16/02,Leme,4
16/02,Lins de Vasconcelos,14
16/02,Madureira,21
16/02,Magalhães Bastos,10
16/02,Mangueira,5
16/02,Manguinhos,3
16/02,Maracanã,52
16/02,Marechal Hermes,24
16/02,Maria da Graça,6
16/02,Maré,1
16/02,Moneró,2
16/02,Méier,52
16/02,Olaria,22
16/02,Osvaldo Cruz,26
16/02,Paciência,24
16/02,Padre Miguel,34
16/02,Paquetá,5
16/02,Parada de Lucas,6
16/02,Parque Anchieta,34
16/02,Parque Colúmbia,2
16/02,Pavuna,27
16/02,Pechincha,24
16/02,Pedra de Guaratiba,6
16/02,Penha,27
16/02,Penha Circular,32
16/02,Piedade,34
16/02,Pilares,12
16/02,Pitangueiras,5
16/02,Portuguesa,21
16/02,Praia da Bandeira,3
16/02,Praça Seca,21
16/02,Praça da Bandeira,7
16/02,Quintino Bocaiúva,14
16/02,Ramos,23
16/02,Realengo,64
16/02,Recreio dos Bandeirantes,59
16/02,Riachuelo,19
16/02,Ribeira,6
16/02,Ricardo de Albuquerque,17
16/02,Rio Comprido,15
16/02,Rocha,12
16/02,Rocha Miranda,25
16/02,Rocinha,4
16/02,Sampaio,3
16/02,Santa Cruz,69
16/02,Santa Teresa,17
16/02,Santo Cristo,3
16/02,Santíssimo,19
16/02,Saúde,1
16/02,Senador Camará,16
16/02,Senador Vasconcelos,7
16/02,Sepetiba,13
16/02,São Conrado,7
16/02,São Cristóvão,31
16/02,São Francisco Xavier,6
16/02,Tanque,16
16/02,Taquara,78
16/02,Tauá,16
16/02,Tijuca,146
16/02,Todos os Santos,21
16/02,Tomás Coelho,5
16/02,Turiaçú,4
16/02,Urca,8
16/02,Vargem Grande,4
16/02,Vargem Pequena,9
16/02,Vaz Lobo,9
16/02,Vicente de Carvalho,10
16/02,Vidigal,3
16/02,Vigário Geral,7
16/02,Vila Isabel,70
16/02,Vila Kennedy,6
16/02,Vila Kosmos,5
16/02,Vila Militar,5
16/02,Vila Valqueire,34
16/02,Vila da Penha,29
16/02,Vista Alegre,14
16/02,Água Santa,2
16/03,Abolição,4
16/03,Acari,5
16/03,Alto da Boa Vista,4
16/03,Anchieta,17
16/03,Andaraí,20
16/03,Anil,15
16/03,Bancários,6
16/03,Bangu,93
16/03,Barra da Tijuca,115
16/03,Barra de Guaratiba,2
16/03,Barros Filho,1
16/03,Benfica,19
16/03,Bento Ribeiro,26
16/03,Bonsucesso,18
16/03,Botafogo,63
16/03,Brás de Pina,29
16/03,Cachambi,27
16/03,Cacuia,5
16/03,Caju,12
16/03,Camorim,2
16/03,Campinho,17
16/03,Campo Grande,193
16/03,Campo dos Afonsos,1
16/03,Cascadura,16
16/03,Catete,15
16/03,Catumbi,2
16/03,Cavalcanti,4
16/03,Centro,89
16/03,Cidade Nova,8
16/03,Cidade Universitária,2
16/03,Cidade de Deus,1
16/03,Cocotá,5
16/03,Coelho Neto,12
16/03,Colégio,6
16/03,Complexo do Alemão,3
16/03,Copacabana,70
16/03,Cordovil,6
16/03,Cosme Velho,1
16/03,Cosmos,25
16/03,Costa Barros,2
16/03,Curicica,16
16/03,Del Castilho,12
16/03,Deodoro,2
16/03,Encantado,10
16/03,Engenho Novo,18
16/03,Engenho da Rainha,3
16/03,Engenho de Dentro,38
16/03,Estácio,2
16/03,Flamengo,24
16/03,Freguesia (Ilha),7
16/03,Freguesia (Jacarepaguá),26
16/03,Galeão,9
16/03,Gamboa,6
16/03,Gardênia Azul,3
16/03,Gericinó,1
16/03,Glória,13
16/03,Grajaú,24
16/03,Guadalupe,13
16/03,Guaratiba,41
16/03,Gávea,5
16/03,Higienópolis,12
16/03,Honório Gurgel,15
16/03,Humaitá,24
16/03,Ilha de Guaratiba,3
16/03,Inhaúma,18
16/03,Inhoaíba,23
16/03,Ipanema,23
16/03,Irajá,41
16/03,Itanhangá,3
16/03,Jacarepaguá,24
16/03,Jacaré,4
16/03,Jardim América,9
16/03,Jardim Botânico,26
16/03,Jardim Carioca,11
16/03,Jardim Guanabara,27
16/03,Jardim Sulacap,19
16/03,Joá,5
16/03,Lagoa,13
16/03,Lapa,9
16/03,Laranjeiras,17
16/03,Leblon,29
16/03,Leme,5
16/03,Lins de Vasconcelos,8
16/03,Madureira,21
16/03,Magalhães Bastos,19
16/03,Mangueira,1
16/03,Manguinhos,2
16/03,Maracanã,32
16/03,Marechal Hermes,28
16/03,Maria da Graça,10
16/03,Maré,2
16/03,Moneró,4
16/03,Méier,45
16/03,Olaria,24
16/03,Osvaldo Cruz,17
16/03,Paciência,26
16/03,Padre Miguel,29
16/03,Paquetá,1
16/03,Parada de Lucas,6
16/03,Parque Anchieta,10
16/03,Parque Colúmbia,1
16/03,Pavuna,35
16/03,Pechincha,28
16/03,Pedra de Guaratiba,22
16/03,Penha,22
16/03,Penha Circular,15
16/03,Piedade,37
16/03,Pilares,12
16/03,Pitangueiras,3
16/03,Portuguesa,10
16/03,Praia da Bandeira,2
16/03,Praça Seca,23
16/03,Praça da Bandeira,7
16/03,Quintino Bocaiúva,12
16/03,Ramos,12
16/03,Realengo,73
16/03,Recreio dos Bandeirantes,59
16/03,Riachuelo,5
16/03,Ribeira,1
16/03,Ricardo de Albuquerque,13
16/03,Rio Comprido,21
16/03,Rocha,3
16/03,Rocha Miranda,21
16/03,Sampaio,1
16/03,Santa Cruz,80
16/03,Santa Teresa,18
16/03,Santo Cristo,9
16/03,Santíssimo,21
16/03,Saúde,1
16/03,Senador Camará,9
16/03,Senador Vasconcelos,5
16/03,Sepetiba,19
16/03,São Conrado,11
16/03,São Cristóvão,12
16/03,São Francisco Xavier,1
16/03,Tanque,26
16/03,Taquara,60
16/03,Tauá,10
16/03,Tijuca,144
16/03,Todos os Santos,25
16/03,Tomás Coelho,2
16/03,Turiaçú,9
16/03,Urca,12
16/03,Vargem Grande,2
16/03,Vargem Pequena,14
16/03,Vasco da Gama,4
16/03,Vaz Lobo,2
16/03,Vicente de Carvalho,3
16/03,Vidigal,4
16/03,Vigário Geral,8
16/03,Vila Isabel,40
16/03,Vila Kennedy,5
16/03,Vila Kosmos,9
16/03,Vila Militar,5
16/03,Vila Valqueire,30
16/03,Vila da Penha,21
16/03,Vista Alegre,10
16/03,Zumbi,1
16/03,Água Santa,9
16/04,Abolição,3
16/04,Alto da Boa Vista,1
16/04,Anchieta,4
16/04,Andaraí,12
16/04,Anil,11
16/04,Bancários,1
16/04,Bangu,37
16/04,Barra da Tijuca,48
16/04,Benfica,5
16/04,Bento Ribeiro,19
16/04,Bonsucesso,7
16/04,Botafogo,23
16/04,Brás de Pina,6
16/04,Cachambi,7
16/04,Caju,8
16/04,Campinho,7
16/04,Campo Grande,85
16/04,Cascadura,6
16/04,Catete,3
16/04,Catumbi,2
16/04,Cavalcanti,1
16/04,Centro,16
16/04,Cidade Nova,2
16/04,Cocotá,5
16/04,Coelho Neto,4
16/04,Colégio,3
16/04,Complexo do Alemão,1
16/04,Copacabana,24
16/04,Cordovil,6
16/04,Cosme Velho,3
16/04,Cosmos,6
16/04,Curicica,4
16/04,Del Castilho,12
16/04,Engenho Novo,17
16/04,Engenho da Rainha,2
16/04,Engenho de Dentro,28
16/04,Estácio,2
16/04,Flamengo,11
16/04,Freguesia (Ilha),2
16/04,Freguesia (Jacarepaguá),19
16/04,Galeão,3
16/04,Gamboa,6
16/04,Glória,9
16/04,Grajaú,13
16/04,Guadalupe,1
16/04,Guaratiba,22
16/04,Gávea,4
16/04,Higienópolis,2
16/04,Honório Gurgel,2
16/04,Humaitá,4
16/04,Ilha de Guaratiba,1
16/04,Inhaúma,8
16/04,Inhoaíba,5
16/04,Ipanema,6
16/04,Irajá,19
16/04,Itanhangá,2
16/04,Jacarepaguá,13
16/04,Jacarezinho,1
16/04,Jacaré,1
16/04,Jardim América,6
16/04,Jardim Botânico,6
16/04,Jardim Carioca,7
16/04,Jardim Guanabara,17
16/04,Jardim Sulacap,4
16/04,Lagoa,6
16/04,Lapa,3
16/04,Laranjeiras,14
16/04,Leblon,16
16/04,Leme,3
16/04,Lins de Vasconcelos,1
16/04,Madureira,14
16/04,Magalhães Bastos,3
16/04,Manguinhos,2
16/04,Maracanã,14
16/04,Marechal Hermes,12
16/04,Maria da Graça,8
16/04,Maré,1
16/04,Moneró,1
16/04,Méier,23
16/04,Olaria,19
16/04,Osvaldo Cruz,7
16/04,Paciência,3
16/04,Padre Miguel,11
16/04,Paquetá,1
16/04,Parada de Lucas,2
16/04,Parque Anchieta,4
16/04,Parque Colúmbia,1
16/04,Pavuna,12
16/04,Pechincha,11
16/04,Pedra de Guaratiba,1
16/04,Penha,12
16/04,Penha Circular,1
16/04,Piedade,9
16/04,Pilares,4
16/04,Pitangueiras,2
16/04,Portuguesa,5
16/04,Praça Seca,8
16/04,Praça da Bandeira,1
16/04,Quintino Bocaiúva,6
16/04,Ramos,16
16/04,Realengo,15
16/04,Recreio dos Bandeirantes,17
16/04,Riachuelo,2
16/04,Ribeira,7
16/04,Ricardo de Albuquerque,7
16/04,Rio Comprido,3
16/04,Rocha,3
16/04,Rocha Miranda,7
16/04,Sampaio,3
16/04,Santa Cruz,32
16/04,Santa Teresa,13
16/04,Santíssimo,6
16/04,Saúde,1
16/04,Senador Camará,5
16/04,Senador Vasconcelos,9
16/04,Sepetiba,12
16/04,São Conrado,1
16/04,São Cristóvão,4
16/04,São Francisco Xavier,3
16/04,Tanque,2
16/04,Taquara,32
16/04,Tauá,4
16/04,Tijuca,44
16/04,Todos os Santos,19
16/04,Turiaçú,1
16/04,Urca,12
16/04,Vargem Grande,8
16/04,Vargem Pequena,3
16/04,Vasco da Gama,1
16/04,Vaz Lobo,2
16/04,Vicente de Carvalho,4
16/04,Vidigal,1
16/04,Vigário Geral,6
16/04,Vila Isabel,23
16/04,Vila Kosmos,7
16/04,Vila Militar,1
16/04,Vila Valqueire,16
16/04,Vila da Penha,15
16/04,Vista Alegre,4
17/01,Abolição,15
17/01,Acari,2
17/01,Alto da Boa Vista,4
17/01,Anchieta,15
17/01,Andaraí,14
17/01,Anil,15
17/01,Bancários,9
17/01,Bangu,75
17/01,Barra da Tijuca,99
17/01,Barra de Guaratiba,5
17/01,Barros Filho,2
17/01,Benfica,18
17/01,Bento Ribeiro,46
17/01,Bonsucesso,17
17/01,Botafogo,57
17/01,Brás de Pina,28
17/01,Cachambi,27
17/01,Cacuia,4
17/01,Caju,6
17/01,Camorim,10
17/01,Campinho,11
17/01,Campo Grande,219
17/01,Cascadura,29
17/01,Catete,16
17/01,Catumbi,10
17/01,Cavalcanti,5
17/01,Centro,119
17/01,Cidade Nova,9
17/01,Cidade Universitária,2
17/01,Cidade de Deus,4
17/01,Cocotá,6
17/01,Coelho Neto,8
17/01,Colégio,20
17/01,Complexo do Alemão,5
17/01,Copacabana,98
17/01,Cordovil,12
17/01,Cosme Velho,6
17/01,Cosmos,35
17/01,Costa Barros,2
17/01,Curicica,15
17/01,Del Castilho,20
17/01,Deodoro,5
17/01,Encantado,14
17/01,Engenheiro Leal,4
17/01,Engenho Novo,39
17/01,Engenho da Rainha,8
17/01,Engenho de Dentro,46
17/01,Estácio,6
17/01,Flamengo,27
17/01,Freguesia (Ilha),5
17/01,Freguesia (Jacarepaguá),24
17/01,Galeão,11
17/01,Gamboa,5
17/01,Gardênia Azul,4
17/01,Glória,16
17/01,Grajaú,24
17/01,Guadalupe,15
17/01,Guaratiba,68
17/01,Gávea,11
17/01,Higienópolis,12
17/01,Honório Gurgel,3
17/01,Humaitá,12
17/01,Ilha de Guaratiba,5
17/01,Inhaúma,13
17/01,Inhoaíba,22
17/01,Ipanema,33
17/01,Irajá,57
17/01,Itanhangá,26
17/01,Jacarepaguá,28
17/01,Jacarezinho,2
17/01,Jacaré,6
17/01,Jardim América,9
17/01,Jardim Botânico,7
17/01,Jardim Carioca,10
17/01,Jardim Guanabara,22
17/01,Jardim Sulacap,14
17/01,Joá,7
17/01,Lagoa,8
17/01,Lapa,11
17/01,Laranjeiras,18
17/01,Leblon,25
17/01,Leme,6
17/01,Lins de Vasconcelos,25
17/01,Madureira,42
17/01,Magalhães Bastos,12
17/01,Mangueira,5
17/01,Manguinhos,4
17/01,Maracanã,44
17/01,Marechal Hermes,31
17/01,Maria da Graça,10
17/01,Maré,4
17/01,Moneró,1
17/01,Méier,88
17/01,Olaria,24
17/01,Osvaldo Cruz,14
17/01,Paciência,37
17/01,Padre Miguel,29
17/01,Paquetá,5
17/01,Parada de Lucas,12
17/01,Parque Anchieta,10
17/01,Pavuna,30
17/01,Pechincha,18
17/01,Pedra de Guaratiba,22
17/01,Penha,30
17/01,Penha Circular,11
17/01,Piedade,40
17/01,Pilares,15
17/01,Pitangueiras,4
17/01,Portuguesa,6
17/01,Praça Seca,31
17/01,Praça da Bandeira,19
17/01,Quintino Bocaiúva,22
17/01,Ramos,31
17/01,Realengo,79
17/01,Recreio dos Bandeirantes,62
17/01,Riachuelo,10
17/01,Ribeira,6
17/01,Ricardo de Albuquerque,6
17/01,Rio Comprido,21
17/01,Rocha,7
17/01,Rocha Miranda,16
17/01,Rocinha,1
17/01,Sampaio,4
17/01,Santa Cruz,70
17/01,Santa Teresa,18
17/01,Santo Cristo,9
17/01,Santíssimo,26
17/01,Saúde,2
17/01,Senador Camará,21
17/01,Senador Vasconcelos,12
17/01,Sepetiba,31
17/01,São Conrado,15
17/01,São Cristóvão,19
17/01,São Francisco Xavier,5
17/01,Tanque,24
17/01,Taquara,61
17/01,Tauá,6
17/01,Tijuca,133
17/01,Todos os Santos,23
17/01,Tomás Coelho,2
17/01,Turiaçú,7
17/01,Urca,14
17/01,Vargem Grande,5
17/01,Vargem Pequena,7
17/01,Vasco da Gama,2
17/01,Vaz Lobo,11
17/01,Vicente de Carvalho,13
17/01,Vidigal,2
17/01,Vigário Geral,16
17/01,Vila Isabel,52
17/01,Vila Kennedy,3
17/01,Vila Kosmos,15
17/01,Vila Militar,4
17/01,Vila Valqueire,52
17/01,Vila da Penha,20
17/01,Vista Alegre,5
17/01,Zumbi,1
17/01,Água Santa,5
17/02,Abolição,5
17/02,Alto da Boa Vista,4
17/02,Anchieta,12
17/02,Andaraí,17
17/02,Anil,14
17/02,Bancários,3
17/02,Bangu,52
17/02,Barra da Tijuca,99
17/02,Barra de Guaratiba,3
17/02,Barros Filho,2
17/02,Benfica,12
17/02,Bento Ribeiro,29
17/02,Bonsucesso,22
17/02,Botafogo,55
17/02,Brás de Pina,17
17/02,Cachambi,16
17/02,Cacuia,6
17/02,Caju,9
17/02,Camorim,8
17/02,Campinho,9
17/02,Campo Grande,178
17/02,Cascadura,12
17/02,Catete,8
17/02,Catumbi,1
17/02,Cavalcanti,1
17/02,Centro,78
17/02,Cidade Nova,6
17/02,Cidade Universitária,1
17/02,Cidade de Deus,3
17/02,Cocotá,2
17/02,Coelho Neto,11
17/02,Colégio,10
17/02,Complexo do Alemão,3
17/02,Copacabana,71
17/02,Cordovil,3
17/02,Cosme Velho,1
17/02,Cosmos,21
17/02,Costa Barros,2
17/02,Curicica,18
17/02,Del Castilho,12
17/02,Deodoro,8
17/02,Engenheiro Leal,4
17/02,Engenho Novo,23
17/02,Engenho da Rainha,3
17/02,Engenho de Dentro,22
17/02,Estácio,3
17/02,Flamengo,23
17/02,Freguesia (Ilha),14
17/02,Freguesia (Jacarepaguá),26
17/02,Galeão,5
17/02,Gamboa,1
17/02,Gardênia Azul,6
17/02,Glória,11
17/02,Grajaú,27
17/02,Guadalupe,11
17/02,Guaratiba,33
17/02,Gávea,6
17/02,Higienópolis,11
17/02,Honório Gurgel,8
17/02,Humaitá,8
17/02,Ilha de Guaratiba,1
17/02,Inhaúma,14
17/02,Inhoaíba,12
17/02,Ipanema,27
17/02,Irajá,61
17/02,Itanhangá,6
17/02,Jacarepaguá,27
17/02,Jacarezinho,1
17/02,Jacaré,5
17/02,Jardim América,9
17/02,Jardim Botânico,16
17/02,Jardim Carioca,10
17/02,Jardim Guanabara,24
17/02,Jardim Sulacap,7
17/02,Joá,5
17/02,Lagoa,10
17/02,Lapa,6
17/02,Laranjeiras,15
17/02,Leblon,11
17/02,Leme,5
17/02,Lins de Vasconcelos,7
17/02,Madureira,24
17/02,Magalhães Bastos,6
17/02,Mangueira,3
17/02,Manguinhos,3
17/02,Maracanã,35
17/02,Marechal Hermes,15
17/02,Maré,1
17/02,Moneró,6
17/02,Méier,36
17/02,Olaria,18
17/02,Osvaldo Cruz,14
17/02,Paciência,16
17/02,Padre Miguel,19
17/02,Paquetá,1
17/02,Parada de Lucas,3
17/02,Parque Anchieta,8
17/02,Pavuna,6
17/02,Pechincha,11
17/02,Pedra de Guaratiba,7
17/02,Penha,22
17/02,Penha Circular,13
17/02,Piedade,22
17/02,Pilares,9
17/02,Pitangueiras,5
17/02,Portuguesa,5
17/02,Praia da Bandeira,1
17/02,Praça Seca,15
17/02,Praça da Bandeira,4
17/02,Quintino Bocaiúva,14
17/02,Ramos,21
17/02,Realengo,41
17/02,Recreio dos Bandeirantes,38
17/02,Riachuelo,10
17/02,Ribeira,4
17/02,Ricardo de Albuquerque,10
17/02,Rio Comprido,16
17/02,Rocha,7
17/02,Rocha Miranda,11
17/02,Rocinha,1
17/02,Sampaio,2
17/02,Santa Cruz,33
17/02,Santa Teresa,22
17/02,Santo Cristo,13
17/02,Santíssimo,14
17/02,Saúde,4
17/02,Senador Camará,10
17/02,Senador Vasconcelos,7
17/02,Sepetiba,7
17/02,São Conrado,7
17/02,São Cristóvão,27
17/02,São Francisco Xavier,5
17/02,Tanque,13
17/02,Taquara,38
17/02,Tauá,12
17/02,Tijuca,80
17/02,Todos os Santos,15
17/02,Tomás Coelho,2
17/02,Turiaçú,6
17/02,Urca,6
17/02,Vargem Grande,8
17/02,Vargem Pequena,9
17/02,Vasco da Gama,2
17/02,Vaz Lobo,4
17/02,Vicente de Carvalho,12
17/02,Vidigal,3
17/02,Vigário Geral,5
17/02,Vila Isabel,32
17/02,Vila Kennedy,2
17/02,Vila Kosmos,5
17/02,Vila Valqueire,21
17/02,Vila da Penha,12
17/02,Vista Alegre,10
17/02,Água Santa,1
17/03,Abolição,12
17/03,Alto da Boa Vista,2
17/03,Anchieta,14
17/03,Andaraí,8
17/03,Anil,25
17/03,Bancários,11
17/03,Bangu,101
17/03,Barra da Tijuca,79
17/03,Barra de Guaratiba,2
17/03,Barros Filho,3
17/03,Benfica,13
17/03,Bento Ribeiro,49
17/03,Bonsucesso,17
17/03,Botafogo,46
17/03,Brás de Pina,28
17/03,Cachambi,28
17/03,Cacuia,9
17/03,Caju,1
17/03,Camorim,2
17/03,Campinho,5
17/03,Campo Grande,223
17/03,Campo dos Afonsos,1
17/03,Cascadura,14
17/03,Catete,13
17/03,Catumbi,2
17/03,Cavalcanti,4
17/03,Centro,67
17/03,Cidade Nova,5
17/03,Cidade de Deus,1
17/03,Cocotá,8
17/03,Coelho Neto,10
17/03,Colégio,6
17/03,Complexo do Alemão,1
17/03,Copacabana,83
17/03,Cordovil,8
17/03,Cosme Velho,1
17/03,Cosmos,23
17/03,Costa Barros,8
17/03,Curicica,17
17/03,Del Castilho,14
17/03,Encantado,8
17/03,Engenheiro Leal,3
17/03,Engenho Novo,35
17/03,Engenho da Rainha,2
17/03,Engenho de Dentro,51
17/03,Estácio,4
17/03,Flamengo,27
17/03,Freguesia (Ilha),7
17/03,Freguesia (Jacarepaguá),25
17/03,Galeão,4
17/03,Gamboa,4
17/03,Gardênia Azul,6
17/03,Glória,13
17/03,Grajaú,20
17/03,Guadalupe,13
17/03,Guaratiba,40
17/03,Gávea,4
17/03,Higienópolis,6
17/03,Honório Gurgel,5
17/03,Humaitá,23
17/03,Ilha de Guaratiba,3
17/03,Inhaúma,9
17/03,Inhoaíba,14
17/03,Ipanema,24
17/03,Irajá,42
17/03,Itanhangá,7
17/03,Jacarepaguá,20
17/03,Jacaré,8
17/03,Jardim América,8
17/03,Jardim Botânico,12
17/03,Jardim Carioca,13
17/03,Jardim Guanabara,29
17/03,Jardim Sulacap,17
17/03,Joá,9
17/03,Lagoa,11
17/03,Lapa,4
17/03,Laranjeiras,33
17/03,Leblon,29
17/03,Leme,9
17/03,Lins de Vasconcelos,8
17/03,Madureira,32
17/03,Magalhães Bastos,9
17/03,Mangueira,2
17/03,Manguinhos,2
17/03,Maracanã,27
17/03,Marechal Hermes,44
17/03,Maria da Graça,11
17/03,Maré,2
17/03,Moneró,5
17/03,Méier,24
17/03,Olaria,27
17/03,Osvaldo Cruz,16
17/03,Paciência,27
17/03,Padre Miguel,31
17/03,Paquetá,2
17/03,Parada de Lucas,5
17/03,Parque Anchieta,6
17/03,Parque Colúmbia,4
17/03,Pavuna,40
17/03,Pechincha,26
17/03,Pedra de Guaratiba,3
17/03,Penha,19
17/03,Penha Circular,16
17/03,Piedade,32
17/03,Pilares,8
17/03,Pitangueiras,2
17/03,Portuguesa,5
17/03,Praia da Bandeira,8
17/03,Praça Seca,21
17/03,Praça da Bandeira,6
17/03,Quintino Bocaiúva,8
17/03,Ramos,22
17/03,Realengo,60
17/03,Recreio dos Bandeirantes,43
17/03,Riachuelo,7
17/03,Ribeira,1
17/03,Ricardo de Albuquerque,6
17/03,Rio Comprido,17
17/03,Rocha,4
17/03,Rocha Miranda,19
17/03,Rocinha,1
17/03,Santa Cruz,53
17/03,Santa Teresa,16
17/03,Santo Cristo,11
17/03,Santíssimo,17
17/03,Saúde,1
17/03,Senador Camará,15
17/03,Senador Vasconcelos,18
17/03,Sepetiba,27
17/03,São Conrado,5
17/03,São Cristóvão,20
17/03,São Francisco Xavier,4
17/03,Tanque,15
17/03,Taquara,48
17/03,Tauá,8
17/03,Tijuca,94
17/03,Todos os Santos,15
17/03,Tomás Coelho,13
17/03,Turiaçú,6
17/03,Urca,6
17/03,Vargem Grande,11
17/03,Vargem Pequena,12
17/03,Vasco da Gama,7
17/03,Vaz Lobo,11
17/03,Vicente de Carvalho,6
17/03,Vigário Geral,8
17/03,Vila Isabel,34
17/03,Vila Kennedy,8
17/03,Vila Kosmos,6
17/03,Vila Militar,1
17/03,Vila Valqueire,23
17/03,Vila da Penha,27
17/03,Vista Alegre,5
17/03,Zumbi,1
17/03,Água Santa,10
17/04,Abolição,14
17/04,Alto da Boa Vista,7
17/04,Anchieta,25
17/04,Andaraí,24
17/04,Anil,22
17/04,Bancários,8
17/04,Bangu,72
17/04,Barra da Tijuca,80
17/04,Barra de Guaratiba,5
17/04,Barros Filho,3
17/04,Benfica,10
17/04,Bento Ribeiro,49
17/04,Bonsucesso,34
17/04,Botafogo,67
17/04,Brás de Pina,23
17/04,Cachambi,28
17/04,Cacuia,10
17/04,Caju,5
17/04,Camorim,2
17/04,Campinho,7
17/04,Campo Grande,244
17/04,Cascadura,18
17/04,Catete,13
17/04,Catumbi,6
17/04,Cavalcanti,3
17/04,Centro,70
17/04,Cidade Nova,7
17/04,Cidade de Deus,5
17/04,Cocotá,6
17/04,Coelho Neto,7
17/04,Colégio,11
17/04,Complexo do Alemão,4
17/04,Copacabana,59
17/04,Cordovil,11
17/04,Cosme Velho,3
17/04,Cosmos,29
17/04,Costa Barros,6
17/04,Curicica,25
17/04,Del Castilho,14
17/04,Deodoro,2
17/04,Encantado,13
17/04,Engenheiro Leal,1
17/04,Engenho Novo,24
17/04,Engenho da Rainha,4
17/04,Engenho de Dentro,38
17/04,Estácio,5
17/04,Flamengo,28
17/04,Freguesia (Ilha),4
17/04,Freguesia (Jacarepaguá),30
17/04,Galeão,8
17/04,Gamboa,5
17/04,Gardênia Azul,5
17/04,Glória,12
17/04,Grajaú,30
17/04,Guadalupe,14
17/04,Guaratiba,59
17/04,Gávea,10
17/04,Higienópolis,1
17/04,Honório Gurgel,4
17/04,Humaitá,12
17/04,Ilha de Guaratiba,3
17/04,Inhaúma,20
17/04,Inhoaíba,17
17/04,Ipanema,22
17/04,Irajá,56
17/04,Itanhangá,8
17/04,Jacarepaguá,30
17/04,Jacarezinho,1
17/04,Jacaré,6
17/04,Jardim América,26
17/04,Jardim Botânico,14
17/04,Jardim Carioca,5
17/04,Jardim Guanabara,27
17/04,Jardim Sulacap,10
17/04,Lagoa,11
17/04,Lapa,2
17/04,Laranjeiras,18
17/04,Leblon,37
17/04,Leme,5
17/04,Lins de Vasconcelos,8
17/04,Madureira,25
17/04,Magalhães Bastos,15
17/04,Mangueira,1
17/04,Maracanã,28
17/04,Marechal Hermes,118
17/04,Maria da Graça,6
17/04,Maré,1
17/04,Moneró,1
17/04,Méier,49
17/04,Olaria,30
17/04,Osvaldo Cruz,20
17/04,Paciência,28
17/04,Padre Miguel,25
17/04,Paquetá,1
17/04,Parada de Lucas,6
17/04,Parque Anchieta,17
17/04,Parque Colúmbia,7
17/04,Pavuna,33
17/04,Pechincha,26
17/04,Pedra de Guaratiba,10
17/04,Penha,28
17/04,Penha Circular,18
17/04,Piedade,21
17/04,Pilares,11
17/04,Pitangueiras,4
17/04,Portuguesa,13
17/04,Praia da Bandeira,1
17/04,Praça Seca,23
17/04,Praça da Bandeira,4
17/04,Quintino Bocaiúva,20
17/04,Ramos,23
17/04,Realengo,74
17/04,Recreio dos Bandeirantes,57
17/04,Riachuelo,9
17/04,Ribeira,3
17/04,Ricardo de Albuquerque,18
17/04,Rio Comprido,19
17/04,Rocha,4
17/04,Rocha Miranda,26
17/04,Sampaio,6
17/04,Santa Cruz,85
17/04,Santa Teresa,25
17/04,Santo Cristo,11
17/04,Santíssimo,42
17/04,Saúde,3
17/04,Senador Camará,23
17/04,Senador Vasconcelos,21
17/04,Sepetiba,28
17/04,São Conrado,4
17/04,São Cristóvão,20
17/04,São Francisco Xavier,3
17/04,Tanque,10
17/04,Taquara,64
17/04,Tauá,5
17/04,Tijuca,93
17/04,Todos os Santos,12
17/04,Tomás Coelho,4
17/04,Turiaçú,3
17/04,Urca,7
17/04,Vargem Grande,14
17/04,Vargem Pequena,5
17/04,Vasco da Gama,2
17/04,Vaz Lobo,3
17/04,Vicente de Carvalho,15
17/04,Vidigal,1
17/04,Vigário Geral,15
17/04,Vila Isabel,59
17/04,Vila Kennedy,4
17/04,Vila Kosmos,10
17/04,Vila Militar,2
17/04,Vila Valqueire,28
17/04,Vila da Penha,11
17/04,Vista Alegre,8
17/04,Zumbi,3
