data_inicio,nome,id_chamado
03/01,Praça Seca,18
03/01,Praça da Bandeira,4
03/01,Quintino Bocaiúva,21
03/01,Ramos,21
03/01,Realengo,64
03/01,Recreio dos Bandeirantes,66
03/01,Riachuelo,14
03/01,Ribeira,2
03/01,Ricardo de Albuquerque,5
03/01,Rio Comprido,25
03/01,Rocha,2
03/01,Rocha Miranda,26
03/01,Rocinha,1
03/01,Sampaio,4
03/01,Santa Cruz,51
03/01,Santa Teresa,11
03/01,Santo Cristo,6
03/01,Santíssimo,9
03/01,Saúde,3
03/01,Senador Camará,19
03/01,Senador Vasconcelos,9
03/01,Sepetiba,25
03/01,São Conrado,4
03/01,São Cristóvão,25
03/01,São Francisco Xavier,3
03/01,Tanque,9
03/01,Taquara,51
03/01,Tauá,5
03/01,Tijuca,92
03/01,Todos os Santos,5
03/01,Tomás Coelho,12
03/01,Turiaçú,20
03/01,Urca,15
03/01,Vargem Grande,6
03/01,Vargem Pequena,12
03/01,Vasco da Gama,2
03/01,Vaz Lobo,6
03/01,Vicente de Carvalho,7
03/01,Vigário Geral,11
03/01,Vila Isabel,51
03/01,Vila Kennedy,7
03/01,Vila Kosmos,32
03/01,Vila Militar,1
03/01,Vila Valqueire,32
03/01,Vila da Penha,15
03/01,Vista Alegre,4
03/01,Zumbi,2
03/01,Água Santa,5
03/02,Abolição,7
03/02,Acari,3
03/02,Alto da Boa Vista,2
03/02,Anchieta,19
03/02,Andaraí,21
03/02,Anil,21
03/02,Bancários,5
03/02,Bangu,120
03/02,Barra da Tijuca,109
03/02,Barra de Guaratiba,3
03/02,Barros Filho,1
03/02,Benfica,10
03/02,Bento Ribeiro,36
03/02,Bonsucesso,14
03/02,Botafogo,57
03/02,Brás de Pina,26
03/02,Cachambi,23
03/02,Cacuia,7
03/02,Caju,7
03/02,Camorim,6
03/02,Campinho,4
03/02,Campo Grande,200
03/02,Cascadura,31
03/02,Catete,16
03/02,Catumbi,8
03/02,Cavalcanti,1
03/02,Centro,107
03/02,Cidade Nova,11
03/02,Cidade Universitária,3
03/02,Cidade de Deus,2
03/02,Cocotá,1
03/02,Coelho Neto,7
03/02,Colégio,2
03/02,Copacabana,104
03/02,Cordovil,14
03/02,Cosme Velho,2
03/02,Cosmos,29
03/02,Curicica,25
03/02,Del Castilho,19
03/02,Deodoro,2
03/02,Encantado,13
03/02,Engenho Novo,30
03/02,Engenho da Rainha,4
03/02,Engenho de Dentro,54
03/02,Estácio,3
03/02,Flamengo,21
03/02,Freguesia (Ilha),11
03/02,Freguesia (Jacarepaguá),36
03/02,Galeão,8
03/02,Gamboa,6
03/02,Gardênia Azul,7
03/02,Glória,15
03/02,Grajaú,22
03/02,Guadalupe,15
03/02,Guaratiba,39
03/02,Gávea,6
03/02,Higienópolis,7
03/02,Honório Gurgel,12
03/02,Humaitá,22
03/02,Ilha de Guaratiba,1
03/02,Inhaúma,9
03/02,Inhoaíba,24
03/02,Ipanema,25
03/02,Irajá,52
03/02,Itanhangá,25
03/02,Jacarepaguá,30
03/02,Jacaré,3
03/02,Jardim América,9
03/02,Jardim Botânico,23
03/02,Jardim Carioca,12
03/02,Jardim Guanabara,26
03/02,Jardim Sulacap,6
03/02,Lagoa,15
03/02,Lapa,7
03/02,Laranjeiras,25
03/02,Leblon,26
03/02,Leme,8
03/02,Lins de Vasconcelos,10
03/02,Madureira,37
03/02,Magalhães Bastos,13
03/02,Manguinhos,3
03/02,Maracanã,28
03/02,Marechal Hermes,39
03/02,Maria da Graça,9
03/02,Maré,1
03/02,Moneró,3
03/02,Méier,58
03/02,Olaria,20
03/02,Osvaldo Cruz,16
03/02,Paciência,30
03/02,Padre Miguel,25
03/02,Paquetá,2
03/02,Parada de Lucas,5
03/02,Parque Anchieta,7
03/02,Parque Colúmbia,1
03/02,Pavuna,22
03/02,Pechincha,31
03/02,Pedra de Guaratiba,13
03/02,Penha,18
03/02,Penha Circular,17
03/02,Piedade,31
03/02,Pilares,9
03/02,Pitangueiras,2
03/02,Portuguesa,8
03/02,Praça Seca,22
03/02,Praça da Bandeira,15
03/02,Quintino Bocaiúva,14
03/02,Ramos,20
03/02,Realengo,78
03/02,Recreio dos Bandeirantes,87
03/02,Riachuelo,3
03/02,Ribeira,4
03/02,Ricardo de Albuquerque,5
03/02,Rio Comprido,16
03/02,Rocha,5
03/02,Rocha Miranda,8
03/02,Sampaio,3
03/02,Santa Cruz,60
03/02,Santa Teresa,21
03/02,Santo Cristo,14
03/02,Santíssimo,20
03/02,Saúde,2
03/02,Senador Camará,16
03/02,Senador Vasconcelos,11
03/02,Sepetiba,21
03/02,São Conrado,9
03/02,São Cristóvão,25
03/02,São Francisco Xavier,2
03/02,Tanque,19
03/02,Taquara,95
03/02,Tauá,8
03/02,Tijuca,137
03/02,Todos os Santos,14
03/02,Tomás Coelho,3
03/02,Turiaçú,2
03/02,Urca,7
03/02,Vargem Grande,11
03/02,Vargem Pequena,6
03/02,Vasco da Gama,3
03/02,Vaz Lobo,7
03/02,Vicente de Carvalho,12
03/02,Vidigal,3
03/02,Vigário Geral,10
03/02,Vila Isabel,31
03/02,Vila Kennedy,5
03/02,Vila Kosmos,9
03/02,Vila Valqueire,37
03/02,Vila da Penha,25
03/02,Vista Alegre,9
03/02,Zumbi,8
03/02,Água Santa,13
03/03,Abolição,12
03/03,Acari,3
03/03,Alto da Boa Vista,4
03/03,Anchieta,12
03/03,Andaraí,23
03/03,Anil,17
03/03,Bancários,8
03/03,Bangu,80
03/03,Barra da Tijuca,74
03/03,Barros Filho,3
03/03,Benfica,14
03/03,Bento Ribeiro,28
03/03,Bonsucesso,19
03/03,Botafogo,67
03/03,Brás de Pina,26
03/03,Cachambi,26
03/03,Cacuia,7
03/03,Caju,5
03/03,Camorim,4
03/03,Campinho,6
03/03,Campo Grande,223
03/03,Campo dos Afonsos,1
03/03,Cascadura,22
03/03,Catete,11
03/03,Catumbi,2
03/03,Cavalcanti,2
03/03,Centro,87
03/03,Cidade Nova,10
03/03,Cidade Universitária,2
03/03,Cidade de Deus,8
03/03,Cocotá,4
03/03,Coelho Neto,10
03/03,Colégio,13
03/03,Complexo do Alemão,5
03/03,Copacabana,102
03/03,Cordovil,17
03/03,Cosme Velho,3
03/03,Cosmos,25
03/03,Costa Barros,5
03/03,Curicica,11
03/03,Del Castilho,7
03/03,Deodoro,10
03/03,Encantado,21
03/03,Engenheiro Leal,1
03/03,Engenho Novo,18
03/03,Engenho da Rainha,9
03/03,Engenho de Dentro,58
03/03,Estácio,4
03/03,Flamengo,24
03/03,Freguesia (Ilha),5
03/03,Freguesia (Jacarepaguá),27
03/03,Galeão,5
03/03,Gamboa,1
03/03,Gardênia Azul,1
03/03,Gericinó,1
03/03,Glória,12
03/03,Grajaú,21
03/03,Guadalupe,17
03/03,Guaratiba,46
03/03,Gávea,16
03/03,Higienópolis,11
03/03,Honório Gurgel,10
03/03,Humaitá,24
03/03,Ilha de Guaratiba,8
03/03,Inhaúma,15
03/03,Inhoaíba,25
03/03,Ipanema,28
03/03,Irajá,49
03/03,Itanhangá,4
03/03,Jacarepaguá,35
03/03,Jacarezinho,1
03/03,Jacaré,5
03/03,Jardim América,11
03/03,Jardim Botânico,13
03/03,Jardim Carioca,27
03/03,Jardim Guanabara,42
03/03,Jardim Sulacap,9
03/03,Lagoa,8
03/03,Lapa,9
03/03,Laranjeiras,28
03/03,Leblon,41
03/03,Leme,4
03/03,Lins de Vasconcelos,4
03/03,Madureira,36
03/03,Magalhães Bastos,8
03/03,Mangueira,2
03/03,Manguinhos,7
03/03,Maracanã,28
03/03,Marechal Hermes,29
03/03,Maria da Graça,5
03/03,Maré,11
03/03,Moneró,3
03/03,Méier,50
03/03,Olaria,22
03/03,Osvaldo Cruz,28
03/03,Paciência,32
03/03,Padre Miguel,24
03/03,Paquetá,4
03/03,Parada de Lucas,12
03/03,Parque Anchieta,7
03/03,Parque Colúmbia,2
03/03,Pavuna,33
03/03,Pechincha,17
03/03,Pedra de Guaratiba,8
03/03,Penha,23
03/03,Penha Circular,25
03/03,Piedade,28
03/03,Pilares,7
03/03,Pitangueiras,4
03/03,Portuguesa,14
03/03,Praia da Bandeira,4
03/03,Praça Seca,22
03/03,Praça da Bandeira,7
03/03,Quintino Bocaiúva,11
03/03,Ramos,29
03/03,Realengo,65
03/03,Recreio dos Bandeirantes,57
03/03,Riachuelo,8
03/03,Ribeira,3
03/03,Ricardo de Albuquerque,7
03/03,Rio Comprido,22
03/03,Rocha,8
03/03,Rocha Miranda,23
03/03,Rocinha,5
03/03,Sampaio,1
03/03,Santa Cruz,75
03/03,Santa Teresa,18
03/03,Santo Cristo,5
03/03,Santíssimo,22
03/03,Saúde,2
03/03,Senador Camará,9
03/03,Senador Vasconcelos,7
03/03,Sepetiba,16
03/03,São Conrado,4
03/03,São Cristóvão,14
03/03,São Francisco Xavier,4
03/03,Tanque,5
03/03,Taquara,77
03/03,Tauá,18
03/03,Tijuca,122
03/03,Todos os Santos,10
03/03,Tomás Coelho,6
03/03,Turiaçú,4
03/03,Urca,4
03/03,Vargem Grande,9
03/03,Vargem Pequena,12
03/03,Vasco da Gama,5
03/03,Vaz Lobo,5
03/03,Vicente de Carvalho,25
03/03,Vidigal,3
03/03,Vigário Geral,15
03/03,Vila Isabel,41
03/03,Vila Kennedy,3
03/03,Vila Kosmos,4
03/03,Vila Militar,2
03/03,Vila Valqueire,35
03/03,Vila da Penha,31
03/03,Vista Alegre,15
03/03,Zumbi,4
03/03,Água Santa,3
03/04,Abolição,13
03/04,Acari,3
03/04,Alto da Boa Vista,1
03/04,Anchieta,15
03/04,Andaraí,23
03/04,Anil,20
03/04,Bancários,8
03/04,Bangu,63
03/04,Barra da Tijuca,83
03/04,Barra de Guaratiba,3
03/04,Barros Filho,2
03/04,Benfica,13
03/04,Bento Ribeiro,50
03/04,Bonsucesso,23
03/04,Botafogo,53
03/04,Brás de Pina,35
03/04,Cachambi,22
03/04,Cacuia,5
03/04,Caju,2
03/04,Camorim,1
03/04,Campinho,5
03/04,Campo Grande,222
03/04,Cascadura,17
03/04,Catete,16
03/04,Catumbi,3
03/04,Cavalcanti,2
03/04,Centro,50
03/04,Cidade Nova,9
03/04,Cidade de Deus,3
03/04,Cocotá,2
03/04,Coelho Neto,21
03/04,Colégio,4
03/04,Complexo do Alemão,2
03/04,Copacabana,73
03/04,Cordovil,14
03/04,Cosme Velho,8
03/04,Cosmos,25
03/04,Costa Barros,4
03/04,Curicica,18
03/04,Del Castilho,3
03/04,Deodoro,1
03/04,Encantado,11
03/04,Engenho Novo,39
03/04,Engenho da Rainha,8
03/04,Engenho de Dentro,24
03/04,Estácio,15
03/04,Flamengo,20
03/04,Freguesia (Ilha),6
03/04,Freguesia (Jacarepaguá),23
03/04,Galeão,9
03/04,Gamboa,2
03/04,Gardênia Azul,2
03/04,Glória,7
03/04,Grajaú,42
03/04,Guadalupe,22
03/04,Guaratiba,57
03/04,Gávea,17
03/04,Higienópolis,15
03/04,Honório Gurgel,12
03/04,Humaitá,27
03/04,Ilha de Guaratiba,3
03/04,Inhaúma,9
03/04,Inhoaíba,19
03/04,Ipanema,18
03/04,Irajá,36
03/04,Itanhangá,8
03/04,Jacarepaguá,36
03/04,Jacaré,2
03/04,Jardim América,10
03/04,Jardim Botânico,19
03/04,Jardim Carioca,18
03/04,Jardim Guanabara,15
03/04,Jardim Sulacap,11
03/04,Lagoa,8
03/04,Lapa,8
03/04,Laranjeiras,24
03/04,Leblon,33
03/04,Leme,6
03/04,Lins de Vasconcelos,7
03/04,Madureira,34
03/04,Magalhães Bastos,9
03/04,Mangueira,1
03/04,Manguinhos,1
03/04,Maracanã,18
03/04,Marechal Hermes,28
03/04,Maria da Graça,9
03/04,Maré,3
03/04,Méier,52
03/04,Olaria,35
03/04,Osvaldo Cruz,33
03/04,Paciência,30
03/04,Padre Miguel,28
03/04,Paquetá,1
03/04,Parada de Lucas,3
03/04,Parque Anchieta,12
03/04,Parque Colúmbia,1
03/04,Pavuna,24
03/04,Pechincha,31
03/04,Pedra de Guaratiba,4
03/04,Penha,21
03/04,Penha Circular,26
03/04,Piedade,41
03/04,Pilares,11
03/04,Pitangueiras,3
03/04,Portuguesa,7
03/04,Praia da Bandeira,1
03/04,Praça Seca,26
03/04,Praça da Bandeira,7
03/04,Quintino Bocaiúva,12
03/04,Ramos,25
03/04,Realengo,70
03/04,Recreio dos Bandeirantes,57
03/04,Riachuelo,2
03/04,Ricardo de Albuquerque,17
03/04,Rio Comprido,19
03/04,Rocha,2
03/04,Rocha Miranda,24
03/04,Rocinha,2
03/04,Sampaio,2
03/04,Santa Cruz,71
03/04,Santa Teresa,19
03/04,Santo Cristo,4
03/04,Santíssimo,17
03/04,Senador Camará,17
03/04,Senador Vasconcelos,15
03/04,Sepetiba,20
03/04,São Conrado,7
03/04,São Cristóvão,15
03/04,São Francisco Xavier,2
03/04,Tanque,9
03/04,Taquara,60
03/04,Tauá,7
03/04,Tijuca,95
03/04,Todos os Santos,17
03/04,Turiaçú,8
03/04,Urca,8
03/04,Vargem Grande,4
03/04,Vargem Pequena,7
03/04,Vasco da Gama,5
03/04,Vaz Lobo,9
03/04,Vicente de Carvalho,10
03/04,Vidigal,4
03/04,Vigário Geral,8
03/04,Vila Isabel,41
03/04,Vila Kennedy,1
03/04,Vila Kosmos,5
03/04,Vila Militar,1
03/04,Vila Valqueire,21
03/04,Vila da Penha,11
03/04,Vista Alegre,12
03/04,Zumbi,2
03/04,Água Santa,5
04/01,Abolição,11
04/01,Acari,4
04/01,Alto da Boa Vista,5
04/01,Anchieta,15
04/01,Andaraí,21
04/01,Anil,20
04/01,Bancários,4
04/01,Bangu,61
04/01,Barra da Tijuca,99
04/01,Barra de Guaratiba,6
04/01,Barros Filho,3
04/01,Benfica,4
04/01,Bento Ribeiro,37
04/01,Bonsucesso,21
04/01,Botafogo,56
04/01,Brás de Pina,17
04/01,Cachambi,32
04/01,Cacuia,3
04/01,Caju,13
04/01,Camorim,4
04/01,Campinho,7
04/01,Campo Grande,172
04/01,Cascadura,10
04/01,Catete,10
04/01,Catumbi,3
04/01,Cavalcanti,1
04/01,Centro,93
04/01,Cidade Nova,8
04/01,Cidade Universitária,4
04/01,Cidade de Deus,6
04/01,Cocotá,3
04/01,Coelho Neto,17
04/01,Colégio,9
04/01,Copacabana,93
04/01,Cordovil,10
04/01,Cosme Velho,6
04/01,Cosmos,16
04/01,Costa Barros,1
04/01,Curicica,15
04/01,Del Castilho,7
04/01,Deodoro,3
04/01,Encantado,11
04/01,Engenheiro Leal,5
04/01,Engenho Novo,21
04/01,Engenho da Rainha,11
04/01,Engenho de Dentro,39
04/01,Estácio,2
04/01,Flamengo,20
04/01,Freguesia (Ilha),6
04/01,Freguesia (Jacarepaguá),29
04/01,Galeão,5
04/01,Gardênia Azul,2
04/01,Gericinó,1
04/01,Glória,12
04/01,Grajaú,18
04/01,Guadalupe,21
04/01,Guaratiba,53
04/01,Gávea,14
04/01,Higienópolis,10
04/01,Honório Gurgel,4
04/01,Humaitá,6
04/01,Ilha de Guaratiba,5
04/01,Inhaúma,14
04/01,Inhoaíba,17
04/01,Ipanema,28
04/01,Irajá,52
04/01,Itanhangá,9
04/01,Jacarepaguá,30
04/01,Jacarezinho,1
04/01,Jacaré,7
04/01,Jardim América,13
04/01,Jardim Botânico,11
04/01,Jardim Carioca,6
04/01,Jardim Guanabara,17
04/01,Jardim Sulacap,17
04/01,Joá,3
04/01,Lagoa,8
04/01,Lapa,6
04/01,Laranjeiras,17
04/01,Leblon,22
04/01,Leme,4
04/01,Lins de Vasconcelos,15
04/01,Madureira,18
04/01,Magalhães Bastos,18
04/01,Mangueira,1
04/01,Manguinhos,5
04/01,Maracanã,13
04/01,Marechal Hermes,37
04/01,Maria da Graça,11
04/01,Maré,1
04/01,Moneró,2
04/01,Méier,56
04/01,Olaria,34
04/01,Osvaldo Cruz,22
04/01,Paciência,26
04/01,Padre Miguel,24
04/01,Parada de Lucas,9
04/01,Parque Anchieta,13
04/01,Parque Colúmbia,2
04/01,Pavuna,48
04/01,Pechincha,28
04/01,Pedra de Guaratiba,6
04/01,Penha,29
04/01,Penha Circular,20
04/01,Piedade,36
04/01,Pilares,9
04/01,Pitangueiras,7
04/01,Portuguesa,5
04/01,Praça Seca,29
04/01,Praça da Bandeira,5
04/01,Quintino Bocaiúva,23
04/01,Ramos,22
04/01,Realengo,67
04/01,Recreio dos Bandeirantes,53
04/01,Riachuelo,9
04/01,Ribeira,5
04/01,Ricardo de Albuquerque,2
04/01,Rio Comprido,18
04/01,Rocha,7
04/01,Rocha Miranda,14
04/01,Rocinha,1
04/01,Sampaio,3
04/01,Santa Cruz,72
04/01,Santa Teresa,14
04/01,Santo Cristo,6
04/01,Santíssimo,21
04/01,Saúde,2
04/01,Senador Camará,15
04/01,Senador Vasconcelos,13
04/01,Sepetiba,19
04/01,São Conrado,3
04/01,São Cristóvão,27
04/01,São Francisco Xavier,2
04/01,Tanque,14
04/01,Taquara,54
04/01,Tauá,5
04/01,Tijuca,97
04/01,Todos os Santos,5
04/01,Tomás Coelho,8
04/01,Turiaçú,6
04/01,Urca,11
04/01,Vargem Grande,6
04/01,Vargem Pequena,12
04/01,Vasco da Gama,6
04/01,Vaz Lobo,2
04/01,Vicente de Carvalho,5
04/01,Vidigal,1
04/01,Vigário Geral,10
04/01,Vila Isabel,46
04/01,Vila Kosmos,4
04/01,Vila Militar,2
04/01,Vila Valqueire,32
04/01,Vila da Penha,14
04/01,Vista Alegre,16
04/01,Zumbi,2
04/01,Água Santa,4
04/02,Abolição,8
04/02,Acari,1
04/02,Alto da Boa Vista,2
04/02,Anchieta,5
04/02,Andaraí,12
04/02,Anil,11
04/02,Bancários,7
04/02,Bangu,71
04/02,Barra da Tijuca,106
04/02,Barra de Guaratiba,2
04/02,Barros Filho,1
04/02,Benfica,6
04/02,Bento Ribeiro,10
04/02,Bonsucesso,22
04/02,Botafogo,37
04/02,Brás de Pina,9
04/02,Cachambi,16
04/02,Cacuia,5
04/02,Caju,3
04/02,Camorim,1
04/02,Campinho,6
04/02,Campo Grande,102
04/02,Cascadura,11
04/02,Catete,9
04/02,Catumbi,3
04/02,Cavalcanti,2
04/02,Centro,47
04/02,Cidade Nova,1
04/02,Cidade Universitária,2
04/02,Cidade de Deus,2
04/02,Cocotá,4
04/02,Coelho Neto,3
04/02,Colégio,10
04/02,Copacabana,53
04/02,Cordovil,14
04/02,Cosme Velho,1
04/02,Cosmos,15
04/02,Curicica,5
04/02,Del Castilho,9
04/02,Deodoro,3
04/02,Encantado,9
04/02,Engenho Novo,9
04/02,Engenho da Rainha,2
04/02,Engenho de Dentro,27
04/02,Flamengo,14
04/02,Freguesia (Ilha),1
04/02,Freguesia (Jacarepaguá),19
04/02,Galeão,4
04/02,Gardênia Azul,4
04/02,Gericinó,1
04/02,Glória,3
04/02,Grajaú,18
04/02,Guadalupe,12
04/02,Guaratiba,44
04/02,Gávea,3
04/02,Higienópolis,13
04/02,Honório Gurgel,1
04/02,Humaitá,12
04/02,Ilha de Guaratiba,2
04/02,Inhaúma,13
04/02,Inhoaíba,13
04/02,Ipanema,25
04/02,Irajá,30
04/02,Itanhangá,12
04/02,Jacarepaguá,17
04/02,Jacaré,2
04/02,Jardim América,1
04/02,Jardim Botânico,8
04/02,Jardim Carioca,7
04/02,Jardim Guanabara,15
04/02,Jardim Sulacap,7
04/02,Joá,5
04/02,Lagoa,10
04/02,Lapa,4
04/02,Laranjeiras,18
04/02,Leblon,22
04/02,Leme,12
04/02,Lins de Vasconcelos,4
04/02,Madureira,20
04/02,Magalhães Bastos,8
04/02,Mangueira,1
04/02,Manguinhos,4
04/02,Maracanã,11
04/02,Marechal Hermes,13
04/02,Maria da Graça,4
04/02,Maré,3
04/02,Moneró,2
04/02,Méier,21
04/02,Olaria,14
04/02,Osvaldo Cruz,9
04/02,Paciência,19
04/02,Padre Miguel,17
04/02,Parada de Lucas,1
04/02,Parque Anchieta,5
04/02,Pavuna,16
04/02,Pechincha,14
04/02,Pedra de Guaratiba,8
04/02,Penha,20
04/02,Penha Circular,5
04/02,Piedade,19
04/02,Pilares,4
04/02,Portuguesa,5
04/02,Praia da Bandeira,1
04/02,Praça Seca,15
04/02,Praça da Bandeira,3
04/02,Quintino Bocaiúva,14
04/02,Ramos,8
04/02,Realengo,39
04/02,Recreio dos Bandeirantes,57
04/02,Riachuelo,4
04/02,Ribeira,1
04/02,Ricardo de Albuquerque,5
04/02,Rio Comprido,12
04/02,Rocha,3
04/02,Rocha Miranda,10
04/02,Rocinha,1
04/02,Sampaio,2
04/02,Santa Cruz,42
04/02,Santa Teresa,10
04/02,Santo Cristo,2
04/02,Santíssimo,8
04/02,Senador Camará,14
04/02,Senador Vasconcelos,1
04/02,Sepetiba,15
04/02,São Conrado,6
04/02,São Cristóvão,11
04/02,São Francisco Xavier,3
04/02,Tanque,10
04/02,Taquara,52
04/02,Tauá,4
04/02,Tijuca,89
04/02,Todos os Santos,6
04/02,Tomás Coelho,4
04/02,Turiaçú,4
04/02,Urca,21
04/02,Vargem Grande,5
04/02,Vargem Pequena,6
04/02,Vasco da Gama,6
04/02,Vaz Lobo,3
04/02,Vicente de Carvalho,3
04/02,Vidigal,1
04/02,Vila Isabel,34
04/02,Vila Kennedy,4
04/02,Vila Kosmos,2
04/02,Vila Valqueire,22
04/02,Vila da Penha,12
04/02,Vista Alegre,3
04/02,Água Santa,5
04/03,Abolição,2
04/03,Acari,1
04/03,Alto da Boa Vista,3
04/03,Anchieta,9
04/03,Andaraí,19
04/03,Anil,14
04/03,Bancários,5
04/03,Bangu,53
04/03,Barra da Tijuca,83
04/03,Barra de Guaratiba,6
04/03,Barros Filho,1
04/03,Benfica,2
04/03,Bento Ribeiro,22
04/03,Bonsucesso,15
04/03,Botafogo,50
04/03,Brás de Pina,14
04/03,Cachambi,18
04/03,Cacuia,3
04/03,Caju,2
04/03,Campinho,6
04/03,Campo Grande,145
04/03,Campo dos Afonsos,1
04/03,Cascadura,9
04/03,Catete,10
04/03,Catumbi,1
04/03,Cavalcanti,3
04/03,Centro,41
04/03,Cidade de Deus,4
04/03,Cocotá,6
04/03,Coelho Neto,5
04/03,Colégio,4
04/03,Complexo do Alemão,1
04/03,Copacabana,56
04/03,Cordovil,5
04/03,Cosme Velho,3
04/03,Cosmos,15
04/03,Costa Barros,6
04/03,Curicica,8
04/03,Del Castilho,7
04/03,Deodoro,2
04/03,Encantado,9
04/03,Engenheiro Leal,1
04/03,Engenho Novo,10
04/03,Engenho da Rainha,8
04/03,Engenho de Dentro,22
04/03,Estácio,5
04/03,Flamengo,13
04/03,Freguesia (Ilha),6
04/03,Freguesia (Jacarepaguá),16
04/03,Galeão,3
04/03,Gamboa,1
04/03,Gardênia Azul,4
04/03,Glória,7
04/03,Grajaú,17
04/03,Guadalupe,4
04/03,Guaratiba,32
04/03,Gávea,4
04/03,Higienópolis,3
04/03,Honório Gurgel,8
04/03,Inhaúma,13
04/03,Inhoaíba,9
04/03,Ipanema,28
04/03,Irajá,34
04/03,Itanhangá,25
04/03,Jacarepaguá,18
04/03,Jacaré,3
04/03,Jardim América,4
04/03,Jardim Botânico,10
04/03,Jardim Carioca,14
04/03,Jardim Guanabara,13
04/03,Jardim Sulacap,12
04/03,Joá,14
04/03,Lagoa,3
04/03,Lapa,6
04/03,Laranjeiras,16
04/03,Leblon,24
04/03,Leme,8
04/03,Lins de Vasconcelos,10
04/03,Madureira,27
04/03,Magalhães Bastos,9
04/03,Mangueira,1
04/03,Manguinhos,1
04/03,Maracanã,14
04/03,Marechal Hermes,16
04/03,Maria da Graça,5
04/03,Maré,3
04/03,Moneró,2
04/03,Méier,36
04/03,Olaria,18
04/03,Osvaldo Cruz,10
04/03,Paciência,18
04/03,Padre Miguel,9
04/03,Paquetá,2
04/03,Parada de Lucas,3
04/03,Parque Anchieta,10
04/03,Pavuna,19
04/03,Pechincha,15
04/03,Pedra de Guaratiba,6
04/03,Penha,25
04/03,Penha Circular,15
04/03,Piedade,29
04/03,Pilares,11
04/03,Pitangueiras,1
04/03,Portuguesa,2
04/03,Praia da Bandeira,1
04/03,Praça Seca,14
04/03,Praça da Bandeira,3
04/03,Quintino Bocaiúva,9
04/03,Ramos,19
04/03,Realengo,37
04/03,Recreio dos Bandeirantes,46
04/03,Riachuelo,1
04/03,Ribeira,1
04/03,Ricardo de Albuquerque,5
04/03,Rio Comprido,9
04/03,Rocha,2
04/03,Rocha Miranda,11
04/03,Santa Cruz,34
04/03,Santa Teresa,33
04/03,Santo Cristo,3
04/03,Santíssimo,12
04/03,Senador Camará,7
04/03,Senador Vasconcelos,4
04/03,Sepetiba,13
04/03,São Conrado,2
04/03,São Cristóvão,7
04/03,São Francisco Xavier,1
04/03,Tanque,5
04/03,Taquara,55
04/03,Tijuca,79
04/03,Todos os Santos,7
04/03,Tomás Coelho,2
04/03,Turiaçú,1
04/03,Urca,22
04/03,Vargem Grande,23
04/03,Vargem Pequena,7
04/03,Vasco da Gama,1
04/03,Vaz Lobo,5
04/03,Vicente de Carvalho,1
04/03,Vidigal,1
04/03,Vigário Geral,8
04/03,Vila Isabel,41
04/03,Vila Kosmos,6
04/03,Vila Militar,1
04/03,Vila Valqueire,25
04/03,Vila da Penha,12
04/03,Vista Alegre,4
04/03,Zumbi,1
04/03,Água Santa,3
04/04,Abolição,14
04/04,Acari,5
04/04,Alto da Boa Vista,6
04/04,Anchieta,25
04/04,Andaraí,25
04/04,Anil,16
04/04,Bancários,11
04/04,Bangu,89
04/04,Barra da Tijuca,76
04/04,Barra de Guaratiba,1
04/04,Barros Filho,1
04/04,Benfica,12
04/04,Bento Ribeiro,53
04/04,Bonsucesso,19
04/04,Botafogo,58
04/04,Brás de Pina,26
04/04,Cachambi,22
04/04,Cacuia,2
04/04,Caju,4
04/04,Camorim,1
04/04,Campinho,11
04/04,Campo Grande,193
04/04,Cascadura,19
04/04,Catete,15
04/04,Catumbi,2
04/04,Cavalcanti,4
04/04,Centro,86
04/04,Cidade Nova,4
04/04,Cidade Universitária,5
04/04,Cidade de Deus,4
04/04,Cocotá,3
04/04,Coelho Neto,15
04/04,Colégio,10
04/04,Complexo do Alemão,3
04/04,Copacabana,95
04/04,Cordovil,14
04/04,Cosme Velho,3
04/04,Cosmos,17
04/04,Costa Barros,3
04/04,Curicica,9
04/04,Del Castilho,9
04/04,Deodoro,5
04/04,Encantado,19
04/04,Engenheiro Leal,3
04/04,Engenho Novo,25
04/04,Engenho da Rainha,13
04/04,Engenho de Dentro,23
04/04,Estácio,6
04/04,Flamengo,22
04/04,Freguesia (Ilha),10
04/04,Freguesia (Jacarepaguá),22
04/04,Galeão,8
04/04,Gamboa,3
04/04,Gardênia Azul,4
04/04,Glória,8
04/04,Grajaú,23
04/04,Guadalupe,14
04/04,Guaratiba,53
04/04,Gávea,10
04/04,Higienópolis,22
04/04,Honório Gurgel,11
04/04,Humaitá,22
04/04,Ilha de Guaratiba,6
04/04,Inhaúma,11
04/04,Inhoaíba,15
04/04,Ipanema,28
04/04,Irajá,41
04/04,Itanhangá,11
04/04,Jacarepaguá,35
04/04,Jacarezinho,3
04/04,Jacaré,6
04/04,Jardim América,16
04/04,Jardim Botânico,13
04/04,Jardim Carioca,8
04/04,Jardim Guanabara,13
04/04,Jardim Sulacap,4
04/04,Joá,3
04/04,Lagoa,10
04/04,Lapa,4
04/04,Laranjeiras,29
04/04,Leblon,24
04/04,Leme,4
04/04,Lins de Vasconcelos,11
04/04,Madureira,23
04/04,Magalhães Bastos,21
04/04,Mangueira,1
04/04,Manguinhos,4
04/04,Maracanã,27
04/04,Marechal Hermes,54
04/04,Maria da Graça,5
04/04,Maré,1
04/04,Moneró,3
